Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector
2021-08-18,BharatPe,2018,Delhi,"Ashneer Grover, Shashvat Nakrani",Tiger Global,370000000.0,Series E,2021,FinTech
2021-08-19,NewLink Group,2016,Beijing,"Yang Wang, Zhen Dai",Bain Capital,200000000.0,Seed,2021,Technology
2021-08-19,KIKO TV,2020,Mumbai,Shivam Varshney,"Sunil Kumar Singhvi, 9Unicorns Accelerator Fund",169032154.0,Pre-series A,2021,E-Commerce
2021-08-19,infra.market,2016,Thane,"Souvik Sengupta, Aaditya Sharda",Tiger Global,125000000.0,Series D,2021,Real Estate
2021-08-19,Ozonetel,2007,Hyderabad,"CSN Murthy, Atul Sharma",Stakeboat Capital,5000000.0,Series A,2021,Technology
2021-08-20,Haqdarshak,2015,Jaipur,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures",800000.0,Pre-series A,2021,Finance
2021-08-20,Udaan,2016,Bangalore,"Amod Malviya, Sujeet Kumar, Vaibhav Gupta","Octahedron Capital, Moonstone Capital",280000000.0,Seed,2021,E-Commerce
2021-08-20,YourPhysio,2020,Nagpur,"Dr Sheetal Mundhada, Ashutosh Mundhada","Better Capital, Titan Capital",350000.0,Pre-seed,2021,Healthcare
2021-08-20,Nazara Technologies,2000,Mumbai,Nitish Mittersain,"Hornbill Capital Advisers, Plutus Wealth Management",30000000.0,Seed,2021,Gaming
2021-08-21,DeHaat,2012,Gurugram,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar","Sofina, Lightrock India, Temasek",115000000.0,Series D,2021,Technology
2021-08-21,RIPPLR,2019,Bangalore,"Abhishek Nehru, Santosh Dabke","Sojitz Corporation, Stride Ventures",12000000.0,Pre-series B,2021,Logistics
2021-08-22,Sirona Hygiene,2015,Delhi,"Deep Bajaj, Mohit Bajaj","NB Ventures, IAN Fund",3000000.0,Series A,2021,Healthcare
2021-08-22,Zenduty,2019,Bangalore,"Ankur Rawal, Vishwa Krishnakumar",StartupXseed Ventures,1900000.0,Pre-series A,2021,Technology
2021-08-23,Comofi Medtech,2017,Bangalore,"Satish Kalme, Kubasad Gururaj",CIIE.CO,200000.0,Seed,2021,Healthcare
2021-08-23,Dybo,2019,Bangalore,Dhawal Jain,Spanache,100000.0,Seed,2021,Technology
2021-08-24,Clensta,2016,Delhi,Puneet Gupta,"IAN Fund, World Startup Factory",600000.0,Seed,2021,Technology
2021-08-24,Unacademy,2015,Bangalore,"Gaurav Munjal, Hemesh Singh, Roman Saini",Bhavin Turakhia,169032154.0,Seed,2021,Education
2021-08-24,BlissClub,2020,Bangalore,Minu Margeret,Elevation Capital,2000000.0,Seed,2021,Lifestyle
2021-08-25,Tummoc,2016,Bangalore,"Hiranmay Mallick, Monalisha Thakur, Narayan Mishra","Vineet Singh, Krishna D, Deependra Bisht, Alan Aim",540000.0,Seed,2021,Logistics
2021-08-25,Acko,2016,Bangalore,"Varun Dua, Ruchi Deepak","General Atlantic, Multiples",255000000.0,Series D,2021,Finance
2021-08-25,Fable Fintech,2015,Mumbai,Naushad Contractor,Paytm,169032154.0,Series A,2021,FinTech
2021-08-25,Inspacco,2019,Pune,"Sanket Nerkar, Paresh Kotkar",Inflection Point Ventures,200000.0,Seed,2021,Other
2021-08-25,Clear,2011,Bangalore,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital",75000000.0,Series C,2021,Technology
2021-08-25,I am Love,2020,Mumbai,Shilpa Rathi,Xentel Investments,4000000.0,Seed,2021,Automotive
2021-08-25,Rage Coffee,2018,Delhi,Bharat Sethi,"GetVantage, Prakash Katama",169032154.0,Pre-series A,2021,Consumables
2021-08-26,Green Soul,2016,Ambernath,Ravi Khushwani,velocity.in,200000.0,Seed,2021,Consumer Services
2021-08-26,Jumbotail,2015,Bangalore,"S Karthik Venkateswaran, Ashish Jhina",Invus,85000000.0,Series C,2021,E-Commerce
2021-08-27,Rupifi,2020,Bangalore,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital,1000000.0,Debt,2021,Finance
2021-08-28,RACEnergy,2018,Hyderabad,Arun Sreyas Reddy,"Micelio Fund, growX ventures",1300000.0,Seed+,2021,Automotive
2021-08-28,Leap Finance,2019,Bangalore,"Arnav Kumar, Vaibhav Singh",Owl Ventures,55000000.0,Series C,2021,Finance
2021-08-28,Zingbus,2019,Haryana,Mratunjay Beniwal,"Venture Catalysts, 9Unicorns Accelerator Fund",169032154.0,Pre-series A,2021,Logistics
2021-08-28,Wright Research,2019,Mumbai,Sonam Srivastava,"Ajat Hukkoo, Piyush Chaplot",169032154.0,Pre-seed,2021,Finance
2021-08-29,Wonderchef,2009,Mumbai,Ravi Saxena,"Sixth Sense Ventures, Godrej Family office, Malpani Group",20000000.0,Seed,2021,Consumer Services
2021-08-29,Jumbotail,2015,Bangalore,"Ashish Jhina, Karthik Venkateswaran",Alteria Capital,4000000.0,Debt,2021,E-Commerce
2021-08-29,Teachmint,2020,Bangalore,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Learn Capital,20000000.0,Pre-series B,2021,Education
2021-08-30,Smytten,2015,Gurugram,"Swagat Sarangi, Siddhartha Nangia.",Fireside Ventures,6000000.0,Series A,2021,Consumer Services
2021-08-30,Bombay Shaving Company,2016,Delhi,"Deepu Panicker, Raunak Munot, Rohit Jaiswal, Shantanu Deshpande","Sixth Sense Ventures, Colgate Palmolive",6000000.0,Seed,2021,Lifestyle
2021-08-30,SATYA MicroCapital,2017,Delhi,Vivek Tiwari,"responsAbility Investments, Blue Orchard",10000000.0,Seed,2021,Finance
2021-08-30,CustomerGlu,2016,Bangalore,"Prateek Gupta, Raman Shrivastava, Sumant US","Kumar Aakash, Amit Singhal",320000.0,Seed,2021,Technology
2021-08-31,Indifi,2015,Gurugram,"Alok Mittal, Siddharth Mahanot, Sundeep Sahi","Elevar Equity, Accel India",5000000.0,Debt,2021,FinTech
2021-08-31,O’ Be Cocktails,2019,Bangalore,Nitesh Prakash,"First Cheque, Letsventure",400000.0,Seed,2021,Other
2021-08-31,Slice,2015,Bangalore,"Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners",220000000.0,Series B,2021,Finance
2021-08-31,Open Financial Technologies,2017,Bangalore,Anish Achuthan,"Temasek, Google, SBI Investment",90000000.0,Series C,2021,Finance
2021-09-01,BangDB,2015,Bangalore,Sachin Sinha,Ten Innovate,169032154.0,Seed,2021,Technology
2021-09-01,BankSathi,2019,Delhi,Jitendra Dhaka,"Dinesh Godara, Aditya Talwar",200000.0,Seed,2021,FinTech
2021-09-01,Puresh Daily,2019,Ranchi,"Manish Piyush, Ayush Kumar","Alfa Ventures, Agility Venture Partners",100000.0,Seed,2021,Technology
2021-09-01,Habbit,2020,Bangalore,"Somnath Sandeep, Raghav Goyal",Ashok Goyal,320000.0,Pre-seed,2021,Education
2021-09-01,Junio,2020,Delhi,Ankit Gera,"Amit Lakhotia, Pravin Jadhav",600000.0,Seed,2021,FinTech
2021-09-02,ANS Commerce,2017,Gurugram,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts",2200000.0,Pre-series A,2021,E-Commerce
2021-09-02,Nova Benefits,2020,Bangalore,"Saransh Garg, Yash Gupta","Susquehanna International Group, Bessemer Venture Partners",10000000.0,Series A,2021,Wellness/Beauty
2021-09-02,Delhivery,2011,Gurugram,Sahil Barua,Addition,76000000.0,Series I,2021,Logistics
2021-09-03,House of Kieraya,2013,Bangalore,Ajith Mohan Karimpana,TradeCred,15000000.0,Seed,2021,Wellness/Beauty
2021-09-03,Ati Motors,2017,Bangalore,"Saurabh Chandra, Saad Nasser","Blume Ventures, Exfinity Venture Partners",35000000.0,Pre-series A,2021,Automotive
2021-09-03,Aqgromalin,2018,Chennai,"Prasanna Manogaran, Bharani CL",Zephyr Peacock,700000.0,Seed,2021,Technology
2021-09-03,True Balance,2014,Gurugram,Cheolwon Lee,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja",30000000.0,Seed,2021,Finance
2021-09-03,Clinikk,2016,Bangalore,"Dr.Suraj Baliga, Bhavjot Kaur",MassMutual Ventures,4000000.0,Pre-series A,2021,Automotive
2021-09-03,Shyplite,2016,Delhi,"Nisschal Jain,  Sugam Jain, Parinay Itkan",N+1 Capital,1000000.0,Seed,2021,Logistics
2021-09-04,SuperBeings,2019,Bangalore,"Yasharth Mishra, Gaurav Bhawnani, Kunal Mishra",Endiya Partners,169032154.0,Seed,2021,Other
2021-09-04,Boutique Spirit Brands,2016,Delhi,Rahul Gagerna,"IIFL﻿, ﻿Anicut Angel Fund﻿, ﻿Kae Capital﻿, TradeCred",10000000.0,Seed,2021,Other
2021-09-04,Chingari,2018,Bangalore,Sumit Ghosh,Solana,19000000.0,Seed,2021,Media/Entertainment
2021-09-04,Geniemode,2021,Gurugram,"Amit Sharma, Tanuj Gangwani",Info Edge Ventures,2000000.0,Seed,2021,E-Commerce
2021-09-04,AcknoLedger,2021,Mumbai,Yash Dahenkar,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital",1500000.0,Seed,2021,FinTech
2021-09-05,Factors.AI,2020,Bangalore,"Aravind Murthy, Praveen Das, Srikrishna Swaminathan","Elevation Partners, Emergent Ventures",2000000.0,Seed,2021,Technology
2021-09-05,Log 9 Materials,2014,Bangalore,"Akshay Singhal, Kartik Hajela",Amara Raja Batteries,8500000.0,Series A+,2021,Technology
2021-09-05,BlackBuck,2015,Bangalore,"B Ramasubramanian, Chanakya Hridaya, Rajesh Yabaji","Tribe Capital, IFC Emerging Asia Fund, VEF",67000000.0,Series E,2021,Logistics
2021-09-05,BYJU'S,2011,Bangalore,"Byju Raveendran, Divya Gokulnath","BlackRock, Owl Ventures",460000000.0,Series F,2021,Education
2021-09-05,CropIn,2010,Bangalore,Krishna Kumar,"Invested Development, Pratithi Investment Trust",20000000.0,Series C,2021,Technology
2021-09-06,ShopSe,2020,Mumbai,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai","Chiratae Ventures, BEENEXT",5500000.0,Seed,2021,FinTech
2021-09-06,Vanity Wagon,2018,Haryana,Prateek Ruhail,"Dhianu Das, Agility Venture Partners",200000.0,Seed,2021,Wellness/Beauty
2021-09-06,goEgoNetwork,2019,Pune,"Dheeman Kadam, Sayantan Chakraborti",Inflection Point Ventures,2000000.0,Seed,2021,Automotive
2021-09-07,Kirana247,2018,Delhi,"Tarun Jiwarajka, Pankhuri Jiwarajka",Inflection Point Ventures,1000000.0,Pre-series A,2021,Logistics
2021-09-07,Turnip,2020,Bangalore,"Aditya Sharma, Pooja Dubey",Elevation Capital,1600000.0,Seed,2021,Gaming
2021-09-08,M1xchange,2017,Gurugram,Sundeep Mohindru,Amazon,10000000.0,Seed,2021,FinTech
2021-09-08,BharatAgri,2017,Bangalore,"Sai Gole, Siddharth Dialani","Omnivore, India Quotient",6500000.0,Series A,2021,Technology
2021-09-08,FloBiz,2019,Bangalore,"Rahul Raj, Aditya Naik, Rakesh Yadav",Sequoia Capital India,31000000.0,Series B,2021,Technology
2021-09-08,Loop Health,2018,Pune,"Amrit Singh, Mayank Kale","Elevation, General Catalyst",12000000.0,Seed,2021,Automotive
2021-09-09,Snack Amor,2014,Mumbai,Deepak Grover,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",169032154.0,Seed,2021,Consumables
2021-09-09,Knorish,2016,Gurugram,"Rakhi Wadhwa, Kinner N Sacchdev","Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",1000000.0,Pre-series A,2021,Education
2021-09-09,ChefKart,2020,Gurugram,"Vaibhav Gupta, Arpit Gupta, Aman Gupta","Lead Angels, Titan Capital, Pravega Ventures",300000.0,Pre-seed,2021,Consumer Services
2021-09-09,Chingari,2018,Bangalore,Sumit Ghosh,"FJ Labs, Brian Norgard",13000000.0,Seed,2021,Media/Entertainment
2021-09-10,Yu Foodlabs,2020,Gurugram,"Bharat Bhalla, Varun Kapur","Manish Choksi, Varun Vakil",1000000.0,Pre-series A,2021,Consumables
2021-09-10,CRED,2018,Bangalore,Kunal Shah,"Dragoneer Investment Group, Tiger Global Management",215000000.0,Series D,2021,FinTech
2021-09-10,Dezerv.,2021,Mumbai,"Sandeep Jethwani, Vaibhav Porwal, Sahil Contractor","Elevation Capital, Matrix Partners India",7000000.0,Seed,2021,Other
2021-09-11,Haber,2017,Pune,"Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital,20000000.0,Series B,2021,Automotive
2021-09-11,Manch Technologies,2017,Bangalore,Suresh Anantpurkar,Bharat Inclusion,1000000.0,Pre-series A,2021,Technology
2021-09-11,Shadez,2019,Mumbai,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,200000.0,Pre-series A,2021,Consumer Services
2021-09-11,Wiz Freight,2020,Chennai,"Ramkumar Govindarajan, Ramkumar Ramachandran",Axilor,3500000.0,Seed,2021,Logistics
2021-09-11,Unlu,2020,Gurugram,"Akshay Pruthi, Anurag Dalia, Himanshu Periwal, Vipul Agrawal",EXPERT DOJO,1000000.0,Seed,2021,Lifestyle
2021-09-12,Express Stores,2019,Gurugram,"Apoorv Jain, Kartik Gupta","Venture Highway, Rohit Bansal",1000000.0,Seed,2021,E-Commerce
2021-09-12,GODI Energy,2020,Hyderabad,Mahesh Godi,Blue Ashva Capital,169032154.0,Seed,2021,Automotive
2021-09-12,Lenskart,2010,Haryana,"Amit Chaudhary, Peyush Bansal","Kohlberg Kravis Roberts, Temasek Holdings",95000000.0,Seed,2021,Lifestyle
2021-09-12,Questt,2020,Gurugram,"Akhil Singh, Mohsin, Rohit Pande","Chiratae Ventures, AET Fund",1000000.0,Seed,2021,Education
2021-09-12,Onelife Nutriscience,2019,Mumbai,Gaurav Aggarwal,Lasons India,169032154.0,Seed,2021,Automotive
2021-09-12,RuleZero,2019,Bangalore,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures",1000000.0,Seed,2021,Technology
2021-09-13,21K School,2020,Bangalore,"Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala,5000000.0,Pre-series A,2021,Other
2021-09-14,Zolve,2020,Bangalore,Raghunandan G,DST Global,40000000.0,Series A,2021,Finance
2021-09-14,Siply,2020,Bangalore,"Sousthav Chakrabarty, Anil Bhat",Inflection Point Ventures,1000000.0,Seed,2021,FinTech
2021-09-15,Pixxel,2019,Bangalore,"Awais Ahmed, Kshitij Khandelwal","Techstars, Ryan Johnson",7300000.0,Seed,2021,Technology
2021-09-15,Rocket Skills,2020,Gurugram,"Vibhu Bahuguna, Mohit Jain","Better Capital, First Cheque, Titan Capital",200000.0,Pre-seed,2021,Education
2021-09-15,Medikabazaar,2014,Mumbai,"Vivek Tiwari, Ketan Malkan","CDC Group, Creaegis",75000000.0,Series C,2021,Healthcare
2021-09-15,Eggoz,2017,Gurugram,"Abhishek Negi, Uttam Kumar, Aditya Singh, Pankaj Pandey","Nabventures, Avaana Capital",3500000.0,Series A,2021,Consumables
2021-09-15,Neeman,2017,Hyderabad,Taran Chhabra,Sixth Sense Ventures,2000000.0,Series A,2021,Consumer Services
2021-09-16,Spinny,2015,Gurugram,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur","Arena Holdings, Think Investments",65000000.0,Series C,2021,Consumer Services
2021-09-17,Blaer Motors,2014,Chennai,Abinesh Ekambaram,The Chennai Angels,300000.0,Seed,2021,Logistics
2021-09-18,VLCC Health Care,1989,Gurugram,Vandana Luthra,Inflection Point Ventures,4000000.0,Seed,2021,Wellness/Beauty
2021-09-18,Headfone,2017,Bangalore,"Pratham Khandelwal, Yogesh Sharma",Hashed,3000000.0,Seed,2021,Other
2021-09-18,Flexmoney,2015,Mumbai,Yezdi Lashkari,Pravega Ventures,4800000.0,Series A,2021,FinTech
2021-09-18,Northern Arc,2008,Chennai,Kshama Fernandes,"Asian Development Bank, U.S. International Development Finance Corp",50000000.0,Debt,2021,FinTech
2021-09-18,GrowFix,2020,Bangalore,"Ajinkya Kulkarni, Abhik Patel","Zerodha's Rainmatter Capital, Better Capital",2000000.0,Seed,2021,FinTech
2021-09-19,ideaForge,2007,Mumbai,"Ankit Mehta, Ashish Bhat","Infosys, Qualcomm Ventures",2000000.0,Seed,2021,Technology
2021-09-19,UptimeAI,2016,Bangalore,"Jagadish Gattu, Vamsi Yalamanchili",YourNest Venture Capital,1500000.0,Seed,2021,Technology
2021-09-19,Mentoria,2015,Mumbai,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra",200000.0,Pre-series A,2021,Education
2021-09-19,GlobalFair,2020,Gurugram,"Ashish Chandra, Shaily Garg","Saama Capital, India Quotient",2000000.0,Seed,2021,E-Commerce
2021-09-19,Agnikul,2017,Chennai,"Moin SPM, Satyanarayanan Chakravarthy, Srinath Ravichandran","Artha India Ventures, Sriram Krishnan",11000000.0,Series A,2021,Technology
2021-09-19,Mindhouse,2019,Gurugram,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst",6000000.0,Seed,2021,Wellness/Beauty
2021-09-20,NeuroPixel.AI,2020,Bangalore,"Ashneer Grover, Shashvat Nakrani","Arvind Venugopal Nair, Amritendu Mukherjee",800000.0,Seed,2021,Technology
2021-09-20,The Whole Truth,2019,Mumbai,Shashank Mehta,Sequoia Capital,6000000.0,Series A,2021,Consumables
2021-09-20,Solethreads,2018,Gurugram,Vikram Iyer,"DSG Consumer Partners, Saama Capital",1000000.0,Series A,2021,Lifestyle
2021-09-20,Paperfly,2016,Bangalore,"Shahriar Hasan, Md Razibul Islam, Rahath Ahmed, Shamsuddin Ahmed",Ecom Express,11000000.0,Seed,2021,E-Commerce
2021-09-21,MasterChow,2020,Bangalore,"Vidur Kataria, Sidhanth Madan",WEH Ventures,461000.0,Seed,2021,Agriculture
2021-09-21,Pristyn Care,2018,Gurugram,"Harsimarbir (Harsh) Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney","Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal",96000000.0,Series E,2021,Automotive
2021-09-22,FRND,2019,Bangalore,"Bhanu Pratap Singh Tanwar, Hardik Bansal, Harshvardhan Chhangani",KRAFTON,6500000.0,Series A,2021,Media/Entertainment
2021-09-22,DGV,2019,Bangalore,Ragavan Venkatesan,"Info Edge Ventures, Omnivore",3000000.0,Pre-series A,2021,Technology
2021-09-22,ReshaMandi,2020,Bangalore,Utkarsh Apoorva,"Omnivore, Strive Ventures",1700000.0,Seed,2021,Technology
2021-09-22,Janani,2020,Bangalore,Nilay Mehrotra,"Sweta Rau, 9Unicorns Accelerator Fund",1000000.0,Seed,2021,Automotive
2021-09-22,BharatPe,2018,Delhi,"Ashneer Grover, Shashvat Nakrani","InnoVen Capital, Steadview Capital",10000000.0,Debt,2021,FinTech
2021-09-22,Tickertape,2019,Bangalore,Ujjwal Ankur,Smallcase,5000000.0,Seed,2021,Finance
2021-09-23,Storia,2016,Mumbai,Vishal Shah,Sixth Sense Ventures,6000000.0,Series A,2021,Consumables
2021-09-23,Miko,2015,Mumbai,"Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Chiratae Ventures, YourNest Venture Capital",6000000.0,Seed,2021,Technology
2021-09-23,SalaryBox,2020,Gurugram,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram",4000000.0,Seed,2021,Finance
2021-09-24,Hemp Horizons,2017,Noida,Rohit Shah,Mumbai Angels,200000.0,Seed,2021,Technology
2021-09-24,Gyde,2019,Pune,"Prasanna Vaidya, Shubham Deshmukh","Better Capital, Ashish Achrekar",250000.0,Seed,2021,Other
2021-09-24,Stellaris Venture Partners,2015,Bangalore,"Ritesh Banglani, Alok Goyal, Rahul Chowdhri",Inflection Point Ventures,225000000.0,Seed,2021,Finance
2021-09-25,VerSe Innovation,2007,Bangalore,Virendra Gupta,"Canaan Valley Capital, Glade Brook Capital Partners",1000000000.0,Series H,2021,Technology
2021-09-25,Infra.Market,2016,Thane,"Aaditya Sharda, Souvik Sengupta","InnoVen Capital, Nexus Venture Partners",100000000.0,Series C,2021,Real Estate
2021-09-26,Hash,2020,Delhi,Shwetank Jain,Amrac Investment Trust,3500000.0,Seed,2021,Other
2021-09-26,Perfora,2021,Gurugram,"Tushar Khurana, Jatan Bawa",Sauce.vc,260000.0,Pre-seed,2021,Consumer Services
2021-09-27,Bambinos,2020,Bangalore,"Ashish Gupta, Ankit Hetamsaria","HNIs, Angels",500000.0,Seed,2021,Education
2021-09-27,Holisol,2009,Delhi,"Manish Ahuja, Naveen Rawat, Rahul Dogar","BlackSoil, CLSA Capital Partners",3000000.0,Seed,2021,Logistics
2021-09-27,Bewakoof,2012,Mumbai,Prabhkiran Singh,InvestCorp,8000000.0,Seed,2021,Lifestyle
2021-09-27,BHyve,2020,Mumbai,Backed by 100x.VC,"Omkar Pandharkame, Ketaki Ogale",300000.0,,2021,Other
2021-09-28,Easebuzz,2015,Pune,Rohit Prasad,"Jitendra Gupta, Amrish Rau",4000000.0,Series A,2021,E-Commerce
2021-09-28,Pocket Aces,2013,Mumbai,"Anirudh Pandita, Aditi Shrivastava, Ashwin Suresh","3one4 Capital, DSP Group",2000000.0,Seed,2021,Media/Entertainment
2021-09-28,Supersourcing,2020,Indore,"Mayank Pratap Singh, Aditi Chaurasia","Vijay Shekhar Sharma, Dr Ritesh Malik",200000.0,Seed,2021,Technology
2021-09-28,Digantara,2018,Bangalore,"Anirudh N Sharma, Rahul Rawat, Tanveer Ahmed",Kalaari Capital,2500000.0,Seed,2021,Technology
2021-09-28,Plum,2019,Bangalore,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre",15000000.0,Series A,2021,Automotive
2021-09-28,Pathfndr.io,2015,Bangalore,Varun Gupta,Arali Ventures,169032154.0,Pre-series A,2021,Technology
2021-09-28,Skit,2016,Bangalore,"Sourabh Gupta, Akshay Deshraj",Westbridge Capital,23000000.0,Series B,2021,Technology
2021-09-29,Purplle,2011,Mumbai,"Manish Taneja, Rahul Dash","Spring Marketing Capital, Verlinvest",45000000.0,Seed,2021,Wellness/Beauty
2021-09-29,Cora Health,2020,Bangalore,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network,600000.0,Seed,2021,Wellness/Beauty
2021-09-29,Samaaro,2020,Bangalore,"Mayank Banka, Purnank Prakash, Skandha Gopalan","Chaitanya Kalipatnapu, Kedar Gavane",125000.0,Seed,2021,Technology
2021-09-29,NeoDocs,2020,Mumbai,"Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital",169032154.0,Seed,2021,Healthcare
2021-09-29,EF Polymer,2018,Rajsamand,Narayan Lal Gurjar,MTG Ventures,200000.0,Seed,2021,Technology
2021-09-29,BeatO,2015,Delhi,Gautam Chopra,W Health Ventures,5000000.0,Pre-series B,2021,Automotive
2021-09-30,Trell,2016,Bangalore,"Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba",Amazon,100000000.0,Seed,2021,Other
2021-09-30,Little Leap,2020,Delhi,Holistic Development Programs for children in age range 5-15,Vishal Gupta,300000.0,,2021,Education
2021-09-30,Inshorts,2013,Noida,Azhar Iqubal,Vy Capital,60000000.0,Seed,2021,Technology
2021-09-30,Treebo Hotels,2015,Bangalore,"Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",Accor,16000000.0,Series D,2021,Hospitality
2021-10-01,Eunimart,2016,Hyderabad,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt",700000.0,Pre-series A,2021,E-Commerce
2021-10-01,Prodo,2021,Delhi,"Sameen Husain, Abhiroop Srivastava","Titan Capital, LetsVenture",300000.0,Pre-seed,2021,Other
2021-10-01,Northern Arc,2008,Chennai,Kshama Fernandes,"Kotak Mahindra Bank, FMO",5000000.0,Seed,2021,FinTech
2021-10-02,WESS,1989,Mumbai,Hitesh Doshi,Centrum Financial Services,2000000.0,Seed,2021,Energy
2021-10-03,VilCart,2017,Bangalore,Prasanna Kumar,Nabventures,2000000.0,Seed,2021,Consumer Services
2021-10-03,Wiggles.in,2018,Pune,Anushka Iyer,Anthill Ventures,5500000.0,Pre-series A,2021,Healthcare
2021-10-03,Pankhuri,2019,Bangalore,Pankhuri Shrivastava,Sequoia’s Surge,3200000.0,Seed,2021,Other
2021-10-03,Proeon,2018,Pune,"Ashish Korde, Kevin Parekh","Shaival Desai, Flowstate Ventures",2000000.0,Seed,2021,Consumables
2021-10-04,Stack,2020,Bangalore,"Smriti Tomar, Tushar Vyas","Y Combinator, Harvard Management",4500000.0,Seed,2021,Finance
2021-10-04,Euler Motors,2018,Delhi,Saurav Kumar,"ADB Ventures, Jetty Ventures",2600000.0,Series A,2021,Automotive
2021-10-04,Wow! Momo,2008,Kolkata,"Binod Homagai, Sagar Daryani, Shah Miftaur Rahman",Tree Line Investment Management,15000000.0,Series C,2021,Consumables
2021-10-04,Kafqa Academy,2021,Bangalore,Shariq Plasticwala,"Global Founders Capital, Enzia Ventures, Better Capital",1300000.0,Seed,2021,Other
2021-10-04,BharatPe,2018,Delhi,"Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners",6000000.0,Debt,2021,FinTech
2021-10-04,Velocity,2020,Bangalore,"Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures,20000000.0,Series A,2021,Finance
2021-10-05,Rulezero,2019,Bangalore,"Satish Mugulavalli, Srinivas Katta",The Treasury,2500000.0,Seed,2021,Finance
2021-10-05,MoEVing,2021,Gurugram,"Anshuman Maheshwary, Dr Srihari Raju Kalidindi",,5000000.0,Seed,2021,Energy
2021-10-06,GoBolt,2015,Gurugram,"Naitik Baghla, Parag Aggarwal, Sumit Sharma","Paragon Partners, Aavishkaar Capital",20000000.0,Series B,2021,Logistics
2021-10-06,Insurance Samadhan,2018,Delhi,Deepak Bhuvenshwari Uniyal,"9Unicorns, ZNL",725000.0,Pre-series A,2021,Finance
2021-10-07,Biconomy,2019,Delhi,"Ahmed Al-Balaghi, Aniket Jindal, Sachin Tomar","Binance Labs, Zee Prime Capital",1500000.0,Seed,2021,Technology
2021-10-08,Svasti Microfinance,2008,Mumbai,"Arunkumar Padmanabhan, Narayanan Subramaniam","Kayenne Ventures, Nordic Microfinance Initiative",4000000.0,Seed,2021,FinTech
2021-10-08,MSMEx,2019,Andheri,"Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav","TNF Ventures, Razorpay",1000000.0,Pre-series A,2021,Education
2021-10-08,Avanti Finance,2017,Bangalore,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation",15000000.0,Series A2,2021,Finance
2021-10-08,Eupheus Learning,2017,Delhi,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Lightrock India,10000000.0,Series C,2021,Other
2021-10-09,ReshaMandi,2020,Bangalore,Utkarsh Apoorva,"9Unicorns, Venture Catalysts, Sandeep Singhal",30000000.0,Series A,2021,E-Commerce
2021-10-09,Upside AI,2017,Mumbai,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal",Endiya Partners,1200000.0,Seed,2021,FinTech
2021-10-10,Vidyakul,2018,Mumbai,"Raman Garg, Tarun Saini","JITO Angel Network, SOSV",500000.0,Seed,2021,Education
2021-10-10,SuperGaming,2017,Pune,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000.0,Seed,2021,Gaming
