Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector
2021-10-11,Battery Smart,2019,Delhi,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures",7000000.0,Pre-series A,2021,Energy
2021-10-12,Zotalabs,2019,Pune,"Nausherwan Shah, Wasim Khan",Alfa Ventures,1250000.0,Seed,2021,Technology
2021-10-12,Saveo,2019,Bangalore,"Amit Kumar, Anurag Savarnya, Shivansh Shrivastava, Vivek Jaiswal","Matrix Partners India, RTP Global",4000000.0,Seed,2021,Healthcare
2021-10-12,goSTOPS,2014,Delhi,"Pallavi Agarwal, Pankaj Parwanda","IAN, Yuj Ventures",1000000.0,Pre-series A,2021,Hospitality
2021-10-12,SuperZop,2016,Mumbai,"Raghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",Incofin’s India Progress Fund,4000000.0,Series A,2021,Consumer Services
2021-10-13,Tekie,2017,Gurugram,"Anand Verma, Naman Mukund","GSV, Multiply Ventures",1500000.0,Seed,2021,Education
2021-10-14,Fi,2019,Bangalore,Sumit Gwalani,"Capital Group, Falcon Edge",50000000.0,Series B,2021,Finance
2021-10-14,Vahdam,2015,Delhi,Bala Sarda,IIFL AMC,20000000.0,Series D,2021,Consumables
2021-10-15,Vahan,2016,Bangalore,Madhav Krishna,Khosla Ventures,8000000.0,Series A,2021,Technology
2021-10-15,Rupifi,2019,Bangalore,Anubhav Jain,Quona Capital,4100000.0,Pre-series A,2021,FinTech
2021-10-15,Camp K12,2010,Gurugram,Anshul Bhagi,"Matrix Partners India, Elevation Capital",12000000.0,Seed,2021,Education
2021-10-16,WeWork India,2017,Bangalore,Karan Virwani,Inflection Point Ventures,26000000.0,Seed,2021,Hospitality
2021-10-16,Homeville,2017,Mumbai,Madhusudan Sharma,"9Unicorns, Varanium NexGen Fund",7000000.0,Seed,2021,Technology
2021-10-16,Peak,2014,Manchester,Atul Sharma,SoftBank Vision Fund 2,75000000.0,Series C,2021,Other
2021-10-16,leap.club,2014,Gurugram,"Ragini Das, Anand Sinha","Enzia Ventures, Kunal Shah",810000.0,Pre-series A,2021,Other
2021-10-17,BASIC Home Loan,2020,Gurugram,"Atul Monga, Kalyan Josyula","Venture Catalysts, Gruhas Proptech",3500000.0,Series A,2021,Finance
2021-10-17,Camp K12,2010,Gurugram,Anshul Bhagi,"Matrix Partners India, Elevation Capital",12000000.0,Series A,2021,Education
2021-10-17,Zorgers,2013,Mohali,"Varun Gupta, Anil Kumar, Abhinav Gupta",Ritu Marya Family Office.,169032154.0,Seed,2021,Automotive
2021-10-18,Mensa,2021,Bangalore,Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital",135000000.0,Series B,2021,Wellness/Beauty
2021-10-18,Zingavita,2020,Chandigarh,"Rohit Anand, Sachin Goel",Anicut Angel Fund,400000.0,Seed,2021,Healthcare
2021-10-18,ASQI Advisors,2019,Mumbai,Swapnil Pawar,Founders Room Capital,1000000.0,Pre-series A,2021,Finance
2021-10-19,Avalon Labs,2017,Bangalore,Varun Mayya,"Tanglin Ventures, Better Capital, Whiteboard Capital",169032154.0,Pre-series A,2021,FinTech
2021-10-19,HealthPlix,2014,Bangalore,"Raghuraj Sunder Raju, Sandeep Gudibanda","JSW Ventures, Kalaari Capital",13500000.0,Series B,2021,Automotive
2021-10-19,EasyAspataal,2020,Mumbai,"Manoj Gupta, Gunjali Kothari",Venture Catalysts,500000.0,Seed,2021,Automotive
2021-10-20,YPay,2017,Noida,Dr Navneet Gupta,We Founder Circle,400000.0,Seed,2021,FinTech
2021-10-20,Pratilipi,2015,Bangalore,Ranjeet Pratap Singh,"Krafton Inc, Omidyar",48000000.0,Seed,2021,Other
2021-10-21,DealShare,2018,Jaipur,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Tiger Global Management, InnoVen Capital",9000000.0,Seed,2021,E-Commerce
2021-10-21,BharatPe,2018,Delhi,"Ashneer Grover, Shashvat Nakrani","IIFL Wealth, Asset Management, Northern Arc Capital",20000000.0,Debt,2021,FinTech
2021-10-21,Origo,2010,Gurugram,"Sunoor Kaul, Mayank Dhanuka",YES Bank,10000000.0,Debt,2021,Technology
2021-10-21,LenDenClub,2015,Mumbai,"Bhavin Patel, Dipesh Karki","Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund",10000000.0,Series A,2021,Finance
2021-10-22,Bijnis,2014,Delhi,"Chaitanya Rathi, Shubham Agarwal, Siddharth Rastogi, Siddharth Vij","Sequoia Capital India, Matrix Partners India",169032154.0,Seed,2021,E-Commerce
2021-10-22,moneyHOP,2018,London,Mayank Goyal,Inflection Point Ventures,1200000.0,Seed,2021,Finance
2021-10-22,Candes,2015,Delhi,"Sandeep Aggarwal, Vipin Aggarwal","Nitin Passi, Ruchirans Jaipuria",3000000.0,Seed,2021,E-Commerce
2021-10-23,Groww,2017,Bangalore,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh","Tiger Global Management, Y Combinator Continuity Fund",83000000.0,Series D,2021,FinTech
2021-10-23,Digit Insurance,2016,Bangalore,Kamesh Goyal,"A91 Partners, Faering Capital",169032154.0,Seed,2021,FinTech
2021-10-23,Akudo,2020,Bangalore,"Lavika Aggarwal, Sajal Khanna, Jagveer Gandhi","Y Combinator, Incubate Fund India",169032154.0,Pre-seed,2021,FinTech
2021-10-23,BookingJini,2017,Gurugram,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra",Mumbai Angels Network,1200000.0,Pre-series A,2021,Hospitality
2021-10-24,Frenzi,2020,Mumbai,"Balkrishna Singh, Harvinderjit Singh Bhatia",SucSEED Indovation Fund,169032154.0,Seed,2021,Media/Entertainment
2021-10-24,Vedic Cosmeceuticals,2002,Noida,Mohit Goel,Sixth Sense Ventures,32000000.0,Series A,2021,Wellness/Beauty
2021-10-24,Teachmint,2020,Bangalore,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures",16500000.0,Series A,2021,Education
2021-10-24,True Balance,2014,Gurugram,"Cheolwon Lee, Jay Yi, Martin Lee","Bon Angels Venture Partners, Daesung Private Equity",10000000.0,Debt,2021,FinTech
2021-10-25,EarnWealth,2014,Pune,Rajesh P Nair,Inflection Point Ventures,500000.0,Pre-series A,2021,Finance
2021-10-25,ixigo,2007,Gurugram,"Rajnish Kumar, Aloke Bajpai","GIC, Infoedge",53000000.0,Seed,2021,Technology
2021-10-25,Fleek,2021,Bangalore,"Aditya Uttaravalli, Arvind Eashwar",Axilor,1000000.0,Seed,2021,Technology
2021-10-25,Zolve,2020,Bangalore,Raghunandan G,"Kunal Shah, Greg Kidd",15000000.0,Seed,2021,FinTech
2021-10-26,Pocketly,2019,Bangalore,"Aarav Bhatia, Navdeesh Ahuja",Inflection Point Ventures,169032154.0,Seed,2021,FinTech
2021-10-27,OfBusiness,2015,Gurugram,"Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar","Falcon Edge India, Norwest Venture Partners",110000000.0,Seed,2021,FinTech
2021-10-27,OYO,2012,Gurugram,Ritesh Agarwal,Hindustan Media Venture,200000000.0,Seed,2021,Hospitality
2021-10-28,NFTically,2021,Gurugram,Toshendra Sharma,Jayanti Kanani,169032154.0,Seed,2021,FinTech
2021-10-28,Aquatein,2019,Mumbai,"Ananth B Prabhala, Mitisha Mehta",Eaglewings Ventures,169032154.0,Seed,2021,Consumables
2021-10-28,Dista,2017,Pune,"Nishant Kumar, Shishir Gokhale, Deepak Garg",Pentathlon Ventures,1200000.0,Seed,2021,Technology
2021-10-28,MYRE Capital,2020,Mumbai,Own rent yielding commercial properties,Aryaman Vir,6000000.0,,2021,Real Estate
2021-10-29,Blive,2004,Panaji,"Samarth Kholkar, Sandeep Mukherjee","Mumbai Angels, DNA Entertainment Networks",1000000.0,Pre-series A,2021,Logistics
2021-10-30,Fantasy Akhada,2020,Gurugram,Amit Purohit,Harsha Bhogle,600000.0,Seed,2021,Other
2021-10-30,AntWak,2019,Bangalore,"Basav Nagur, Joybroto Ganguly, Sudhanshu Shekhar, Sumit Gupta, Sriramkumar Sundararaman","Vaibhav Domkundwar, Kunal Shah",169032154.0,Seed,2021,Education
2021-10-31,Hyperface,2021,Bangalore,"Ramanathan RV, Aishwarya Jaishankar","Kunal Shah, Better Capital",1300000.0,Seed,2021,Technology
2021-10-31,Classplus,2017,Noida,"Mukul Rustagi, Bhaswat Agarwal",Tiger Global,65000000.0,Series C,2021,Education
2021-10-31,Fitterfly,2016,Mumbai,Dr Arbinder Singal,"9Unicorns Accelerator Fund, Metaform Ventures",3000000.0,Pre-series A,2021,Healthcare
2021-11-01,Glamplus,2020,Bangalore,Divyanshu Singh,Inflection Point Ventures,200000.0,Pre-series A,2021,Technology
2021-11-01,Now&Me,2018,Delhi,"Bani Singh, Drishti Gupta","Saama, Whiteboard Capital",1000000.0,Seed,2021,Automotive
2021-11-02,OwO,2020,Gurugram,Hardev Sahu,ah! Ventures,200000.0,Seed,2021,E-Commerce
2021-11-02,Mindler,2015,Delhi,Prateek Bhargava,"Inflection Point Ventures, DLabs",1000000.0,Pre-series A,2021,Education
2021-11-02,G.O.A.T,2021,Bangalore,"Rishi Vasudev, Rameswar Misra","Tiger Global, Flipkart Ventures",36000000.0,Series A,2021,Wellness/Beauty
2021-11-02,Uable,2020,Bangalore,Saurabh Saxena,"Chiratae Ventures, JAFCO Asia",169032154.0,Seed,2021,Education
2021-11-02,WickedGud,2021,Mumbai,Bhuman Dani,"Titan Capital, Archana Priyadarshini, Gaurav Ahuja",340000.0,Pre-seed,2021,Consumables
2021-11-03,InfyU Labs,2019,Gandhinagar,"Amit Srivastava, Ankit Chauhan",IAN,200000.0,Seed,2021,Technology
2021-11-03,SeeVC,2020,Delhi,"Shivam Sood, Lark Aakarshan",Jimmy Singh,1000000.0,Seed,2021,Technology
2021-11-04,Bimaplan,2020,Bangalore,Vikul Goyal,"Roshan Abbas, Ritesh Malik",2500000.0,Pre-series A,2021,Other
2021-11-04,Wellbeing Nutrition,2019,Mumbai,Avnish Chhabria,Klub,169032154.0,Seed,2021,Automotive
2021-11-04,Klub,2019,Bangalore,"Anurakt Jain, Ishita Verma","9Unicorns, Sequoia Capital India’s Surge",20000000.0,Seed,2021,Finance
2021-11-05,VenWiz,2020,Bangalore,"Rajesh Reddy, Sandesh Paturi","Accel, Nexus Venture",300000.0,Seed,2021,E-Commerce
2021-11-05,Meesho,2015,Bangalore,"Sanjeev Barnwal, Vidit Aatrey","SAIF Partners, Venture Highway",300000000.0,Seed,2021,E-Commerce
2021-11-06,PazCare,2021,Bangalore,Sanchit Malik,"Ashish Hemrajani, Parikshit Dar",169032154.0,Seed,2021,Other
2021-11-06,ParkSmart,2018,Delhi,"Prateek Garg, Rahul Gupta, Ratan Anmol Sethi, Rishabh Nagpal, Vishva Sharma","Shireen Rangaswamy, Dilesh Gathani",169032154.0,Seed,2021,Automotive
2021-11-06,ApnaKlub,2020,Bangalore,"Shruti, Manish Kumar","Blume Ventures, Whiteboard Capital",169032154.0,Pre-series A,2021,E-Commerce
2021-11-06,AgroStar,2013,Pune,"Shardul, Sitanshu Sheth","Evolvence, Hero Enterprise",70000000.0,Series D,2021,Technology
2021-11-06,PayCardo,2021,Pune,"Vivek Kumar Choubey, Vivek Kumar",MaGEHold,169032154.0,Pre-seed,2021,Finance
2021-11-06,Inshorts,2013,Noida,"Anunay Pandey, Azhar Iqubal, Deepit Purkayastha","Addition, SIG Global India Fund",40000000.0,Seed,2021,Media/Entertainment
2021-11-06,Supertails,2021,Bangalore,"Vineet Khanna, Varun Sadana, Aman Tekriwal",Alteria Capital,700000.0,Seed,2021,Consumer Services
2021-11-07,Uni Cards,2020,Bangalore,"Nitin Gupta, Prateek Jindal, Laxmikant Vyas","General Catalyst, Eight Roads Ventures, Elevation Capital",70000000.0,Series A,2021,Finance
2021-11-07,Kodo Card,2019,Mumbai,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator",8000000.0,Seed,2021,FinTech
2021-11-07,Pristyn Care,2018,Gurugram,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures",53000000.0,Series D,2021,Healthcare
2021-11-08,OYO,2013,Gurugram,Ritesh Agarwal,Microsoft,5000000.0,Series F2,2021,Hospitality
2021-11-08,CoRover,2016,Bangalore,"Ankush Sabharwal, Manav Gandotra, Kunal Bhakhri",Canbank Venture Capital Fund,169032154.0,Seed,2021,Technology
2021-11-08,Blue Tokai Coffee Roasters,2012,Delhi,"Matt Chitharanjan, Shivam Shahi, Namrata Asthana",Anicut Angel Fund,2000000.0,Pre-series B,2021,Consumables
2021-11-08,Vedantu,2011,Bangalore,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",ABC World Asia,100000000.0,Series E,2021,Other
2021-11-08,Flo Mobility,2019,Bangalore,"Manesh Jain, Mohan Kumar","DevX Venture Fund, Blume Founder Fund",400000.0,Seed,2021,Automotive
2021-11-08,Boingg,2019,Gurugram,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures,200000.0,Seed,2021,Other
2021-11-08,Saarthi Pedagogy,2015,Ahmadabad,Pedagogy,Sushil Agarwal,1000000.0,,2021,Education
2021-11-09,3SC,2018,Gurugram,"Lalit, Sarita Das",GEF Capital’s South Asia Fund,15000000.0,Series B,2021,Logistics
2021-11-09,Curefoods,2020,Bangalore,Ankit Nagori,"Iron Pillar, Nordstar, Binny Bansal",13000000.0,Seed,2021,Consumables
2021-11-09,Klassroom,2016,Mumbai,Alka Javeri,ah! Ventures,200000.0,Pre-series A,2021,Education
2021-11-09,BricSpaces,2018,Bangalore,Madhusudhan,Angel investors,350000.0,Pre-seed,2021,Other
2021-11-09,Neverinstall,2019,Bangalore,"Lakshmana Pasala, Ram Pasala",Speciale Invest,370000.0,Seed,2021,Technology
2021-11-10,Pencilton,2017,Hyderabad,"VishwajitPureti, Ashish Singh, Pallavi Tipparaju, Viraj Gadde",Jupiter,330000.0,Pre-seed,2021,FinTech
2021-11-10,DcodeAI,2020,Delhi,"Kartik Sharma, Ashish Aggarwal",S Chand,500000.0,Seed,2021,Education
2021-11-10,CARS24,2015,Gurugram,"Mehul Agrawal, Vikram Chopra","DST Global, Falcon Edge, SoftBank Vision Fund 2",450000000.0,Series F,2021,Automotive
2021-11-10,Swajal,2015,Gurugram,"Advait Kumar, Vibha Tripathi","Rajasthan Venture Capital Fund, ACPL Exports",1600000.0,Pre-series A,2021,Energy
2021-11-10,SK Finance,1994,Jaipur,Rajendra Setia,"IIFL Wealth, TPG Growth, Norwest Venture Partners",53000000.0,Series F,2021,Finance
2021-11-11,Vah Vah!,2020,Bangalore,"Shailesh Daxini, Akash Senapaty, Muthukaleeshwaran Subbiah",Sequoia Surge,1800000.0,Seed,2021,Education
2021-11-11,Apna,2019,Bangalore,Nirmit Parikh,Tiger Global,100000000.0,Series C,2021,Other
2021-11-11,Totality,2017,Gurugram,Anshul Rustaggi,"Leo Capital, Mayfield Fund",1000000.0,Seed,2021,Media/Entertainment
2021-11-11,Mohalla Tech,2015,Bangalore,"Ankush Sachdeva, Bhanu Pratap Singh",Alkeon Capital,266000000.0,Series G,2021,Other
2021-11-11,Shumee,2014,Bangalore,Meeta Sharma Gupta,Dia Mirza,169032154.0,Seed,2021,Consumer Services
2021-11-11,ConveGenius,2013,Noida,"Jairaj Bhattacharya, Shashank Pandey","BAce Capital, Heritas Capital, 3Lines Venture Capital",5000000.0,Pre-seed,2021,Education
2021-11-12,Xpresslane,2019,Bangalore,Ashwin Koorakula,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",400000.0,Pre-seed,2021,Technology
2021-11-12,Newton School,2019,Bangalore,"Nishant Chandra, Siddharth Maheshwari","RTP Global, Harshil Mathur",5000000.0,Series A,2021,Education
2021-11-12,RevFin,2018,Delhi,Sameer Aggarwal,Shell Foundation,169032154.0,Seed,2021,FinTech
2021-11-14,Enmovil,2015,Hyderabad,"Ravi Bulusu, Nanda Kishore, Venkat Moganty",Anicut Angel Fund,1300000.0,Pre-series A,2021,Technology
2021-11-14,ForeignAdmits,2018,Bangalore,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures,400000.0,Seed,2021,Education
2021-11-15,Ultrahuman,2020,Bangalore,"Mohit Kumar, Vatsal Singhal",Tiger Global’s Scott Schleifer,17500000.0,Seed,2021,Automotive
2021-11-15,Vital,2018,Delhi,Rahul Kumar,BLinC Invest,3000000.0,Pre-series A,2021,Other
2021-11-15,CityMall,2019,Gurugram,"Angad Kikla, Naisheel Verdhan","General Catalyst, Jungle Ventures",22000000.0,Series B,2021,E-Commerce
2021-11-15,Unbox Robotics,2019,Pune,"Pramod Ghadge, Shahid Memon, Rohit Pitale","3one4 Capital, Sixth Sense Ventures",7000000.0,Series A,2021,Logistics
2021-11-16,Kirana247,2018,Delhi,"Tarun Jiwarajka, Pankhuri Jiwarajka",Inflection Point Ventures,1000000.0,Seed,2021,Logistics
2021-11-16,Razorpay,2014,Bangalore,"Harshil Mathur, Shashank Kumar","Matrix Partners India, GIC",160000000.0,Series E,2021,FinTech
2021-11-16,peAR,2018,Mumbai,"Dharmin Vora, Dhruvesh Mehta, Parth Vora",Inflection Point Ventures,300000.0,Pre-series A1,2021,Technology
2021-11-16,Skippi Ice Pops,2021,Hyderabad,Ravi Kabra,Shark Tank India,130000.0,Seed,2021,Consumables
2021-11-17,The ePlane,2016,Chennai,"Pranjal Mehta, Satyanarayanan Chakravarthy","Speciale Invest, Farid Ahsan",1000000.0,Seed,2021,Technology
2021-11-17,Nobel Hygiene,1999,Mumbai,Johari Kamal,Quadria Capital,60000000.0,Seed,2021,Automotive
2021-11-18,eShipz,2019,Bangalore,"Shashi S Tripathi, Shivadeep Mahadi, Ajaykumar R","Indian Angel Network, Axilor",700000.0,Seed,2021,Technology
2021-11-18,Wasabi,2021,Bangalore,"Pradeep Dodle, Nikhil Goenka","021 Capital, Sparrow Capital",1800000.0,Seed,2021,Consumer Services
2021-11-18,Advantage Club,2014,Mumbai,"Sourabh Deorah, Smiti Bhatt Deorah","Y Combinator, Broom Ventures, Kunal Shah",1700000.0,Seed,2021,Technology
2021-11-18,Spinny,2015,Gurugram,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global",248000000.0,Series E,2021,Automotive
2021-11-18,YAP,2014,Chennai,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital",10000000.0,Series B,2021,FinTech
2021-11-19,Captain Fresh,2019,Bangalore,Utham Gowda,"Tiger Global, Prosus Ventures",40000000.0,Series B,2021,Logistics
2021-11-19,Knocksense,2016,Lucknow,"Varul Mayank, Vibhore Mayank","We Founder Circle, Appyhigh, Mumbai Angels",150000.0,Seed,2021,Media/Entertainment
2021-11-19,Marquee Equity,2016,Mumbai,Ash Narain,"Capital One, Arrowroot Capital",3800000.0,Seed,2021,FinTech
2021-11-19,GlobalBees,2021,Delhi,Nitin Agarwal,"FirstCry, Lightspeed Venture Partners",150000000.0,Series A,2021,Wellness/Beauty
2021-11-19,Tamasha,2020,Mumbai,"Saurabh Gupta, Siddharth Swarnkar",Chiratae Ventures,3000000.0,Pre-series A,2021,Media/Entertainment
2021-11-19,Kiko Live,2020,Gurugram,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra",1000000.0,Pre-series A,2021,E-Commerce
2021-11-19,Arcana,2019,Bangalore,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary",Balaji Srinivasan,370000.0,Seed,2021,Technology
2021-11-20,Goodmylk,2015,Bangalore,Abhay Rangan,"Jinisha Sharma, Aditya Agarwal, Victoria, Abhishek Shroff",1000000.0,Seed,2021,Consumables
2021-11-20,Flatheads,2019,Bangalore,"Ganesh Balakrishnan, Utkarsh Biradar","Pankaj Chaddah, Srivatsan Rajan",169032154.0,Seed,2021,Lifestyle
2021-11-20,Euler Motors,2018,Delhi,Saurav Kumar,"Jetty Ventures, Srinivas Anumolu",4000000.0,Series A,2021,Automotive
2021-11-20,Refyne,2020,Bangalore,"Chitresh Sharma, Apoorv Kumar","DST Global, RTP Global",20000000.0,Series A,2021,FinTech
2021-11-20,Capital Float,2013,Bangalore,"Sashank Rishyasringa, Gaurav Hinduja",Lightrock India,50000000.0,Seed,2021,Finance
2021-11-21,Vendor Infra,2019,Gurugram,Rahul Jain,"SK Tripathi, Sanjeev Gupta",265000.0,Seed,2021,Real Estate
2021-11-21,DotPe,2019,Gurugram,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","PayU, Google",27000000.0,Series A,2021,FinTech
2021-11-22,Wysa,2015,Bangalore,"Jo Aggarwal, Ramakant Vempati","Kae Capital, Pi Ventures",169032154.0,Seed,2021,Technology
2021-11-22,The Hosteller,2015,Mumbai,Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",1000000.0,Pre-series A,2021,Hospitality
2021-11-22,CoinSwitch Kuber,2017,Bangalore,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Ribbit Capital, Kunal Shah",15000000.0,Series A,2021,FinTech
2021-11-22,88academics,2018,Delhi,Anil Ahuja,Aarin Capital,3000000.0,Pre-series A,2021,Education
2021-11-23,Loco,2018,Bangalore,"Anirudh Pandita, Ashwin Suresh","Krafton, Lumikai",9000000.0,Seed,2021,Gaming
2021-11-23,RENEE Cosmetics,2019,Ahmedabad,"Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns",1500000.0,Pre-series A,2021,Wellness/Beauty
2021-11-23,Virohan,2018,Gurugram,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja","National Skill Development Corporation, Rianta Capital",169032154.0,Seed,2021,Education
2021-11-23,Flatheads,2018,Bangalore,"Utkarsh Biradar, Ganesh Balakrishnan","We Founder Circle, Dexter Angels",1000000.0,Pre-series A,2021,Lifestyle
2021-11-24,BlueLearn,2020,Goa,"Harish Uthayakumar, Shreyans Sancheti","100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",400000.0,Pre-seed,2021,Education
2021-11-24,Jupiter,2019,Mumbai,Jitendra Gupta,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",44000000.0,Series B,2021,Finance
2021-11-26,Hubhopper,2015,Delhi,Gautam Raj Anand,"ITI Growth Opportunities Fund, Unit-E Ventures",169032154.0,Seed,2021,Media/Entertainment
2021-11-26,Spry,2021,Mumbai,"Gaurav Dagaonkar, Meghna Mittal","9Unicorns, Ashneer Grover",1500000.0,Seed,2021,Media/Entertainment
2021-11-27,Auntie Fung,2015,Bangalore,"Satrajit Das, Subhradeep Bhowmik",India Angel Network,400000.0,Seed,2021,Consumables
2021-11-27,CredAvenue,2017,Chennai,Gaurav Kumar,"Sequoia Capital, Lightspeed, TVS Capital Funds",90000000.0,Series A,2021,FinTech
2021-11-27,iBus,2010,Bangalore,"Ram Sellaratnam, Sunil Menon and Subash Vasudevan",Morgan Stanley,21000000.0,Seed,2021,Other
2021-11-28,BatteryPool,2018,Pune,Ashwin Shankar,IAN,169032154.0,Seed,2021,Automotive
2021-11-28,OWO Technologies,2020,Gurugram,"Ajay Changani, Hardev Sahu",Inflection Point Ventures,3000000.0,Seed,2021,Consumables
2021-11-28,MYBYK,2014,Ahmadabad,Arjit Soni,Avon Cycles,1000000.0,Pre-series A,2021,Logistics
2021-11-29,Mentza,2020,Mumbai,"Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures,400000.0,Seed,2021,Other
2021-11-30,Credgenics,2018,Delhi,"Rishabh Goel, Mayank Khera, Anand Agrawal","Westbridge Capital, Tanglin Venture Partners",25000000.0,Series A,2021,Finance
2021-11-30,Kaar Technologies,2005,Chennai,Maran Nagarajan,BlackSoil,4000000.0,Seed,2021,Technology
2021-11-30,Tilt,2016,Bangalore,Deepak VS,Y Combinator,125000.0,Seed,2021,Logistics
2021-11-30,Pencil,2019,Mumbai,"Malini Nair, Preeti Chib, Swarup Nanda","Inflection Point Ventures, SucSEED Venture Partners",1000000.0,Pre-series A,2021,Media/Entertainment
2021-12-01,Chirrup,2020,Bangalore,"Vipul Garg, Sourav Lashkari, Mehul Mittal","Titan Capital, iSeed, First Cheque, 3.0 Fund.",300000.0,Pre-seed,2021,Gaming
2021-12-01,Supply6,2018,Bangalore,"Rahul Jacob, Vaibhav Bhandari","Rohit Goutamchand, India CXO Fund",100000.0,Seed,2021,Automotive
2021-12-01,Kudos,2014,Pune,Naresh Vigh,Marquee fintech founders,169032154.0,Pre-series A,2021,FinTech
2021-12-01,Quizizz,2015,Bangalore,"Ankit Gupta, Deepak Joy Cheenath","Eight Roads Ventures India, Nexus Venture Partners",12500000.0,Series A,2021,Education
2021-12-01,Licious,2015,Bangalore,"Vivek Gupta, Abhay",Inflection Point Ventures,52000000.0,Series G,2021,Consumables
2021-12-02,Polygon,2017,Mumbai,"Jaynti Kanani, Sandeep Nailwal, Anurag Arjun","Mark Cuban, MiH Ventures",169032154.0,Seed,2021,FinTech
2021-12-02,My3DSelfie,2016,Guwahati,Harsha P Deka,"NEVF, AccelNest",169032154.0,Pre-series A,2021,Lifestyle
2021-12-02,AdmitKard,2016,Noida,"Vamsi Krishna, Pulkit Jain, Gaurav Munjal	#REF!",,1000000.0,Seed,2021,Education
2021-12-03,Convosight,2019,Delhi,Tarun Dhamija,Qualgro,9000000.0,Series A,2021,Technology
2021-12-03,Humit,2020,Bangalore,"Rohit Ganapathy, Prithvi Sankar, Ishaan Negi",Antler India,169032154.0,Pre-seed,2021,Media/Entertainment
2021-12-03,EV Plugs,2021,Gurugram,"Manish Narang, Kapil Narang, Ashwani Arora",Inflection Point Ventures,150000.0,Seed,2021,Technology
2021-12-03,R for Rabbit,2014,Ahmedabad,Kunal Popat,Xponentia Capital Partners,5000000.0,Seed,2021,Consumer Services
2021-12-04,Fuel Buddy,2017,Delhi,Aditya Singh,Jaipuria Family Office,1000000.0,Seed,2021,Energy
2021-12-04,GoTo,2020,Ghaziabad,"Akhilesh Sagar, Harsh Vardhan Sharma",Jesse Lucas,150000.0,Seed,2021,Logistics
2021-12-04,Neokred,2019,Bangalore,"Tarun Nazare, Rohith Reji","Virenxia Group, Rajesh Jain, Nitin Agarwal",500000.0,Seed,2021,FinTech
2021-12-04,Mosaic Wellness,2019,Mumbai,Dhyanesh Shah,Sequoia,24000000.0,Series A,2021,Wellness/Beauty
2021-12-05,Ruptok Fintech,2020,Delhi,Ankur Gupta,Manuvel Malabar Jewellers,2000000.0,Pre-series A,2021,Finance
2021-12-05,bitsCrunch,2020,Chennai,Saravanan Jaichandaran,"Covalent, Double Peak, GenBlock Capital, Ledger Prime, MEXC Global, Synaps",700000.0,Seed,2021,Technology
2021-12-05,Kinara Capital,2011,Bangalore,Hardika Shah,"GAWA Capital, Gaja Capital",6000000.0,Seed,2021,FinTech
2021-12-05,Sanfe,2018,Delhi,"Archit Aggarwal, Harry Sehrawat","LetsVenture, Ajay Garg, Tarun Sharma",1000000.0,Series A,2021,Wellness/Beauty
2021-12-06,Pepperfry,2011,Mumbai,"Ambareesh Murty, Ashish Shah","InnoVen Capital, Bertelsmann India Investments",30000000.0,Debt,2021,E-Commerce
2021-12-06,Knocksense,2016,Lucknow,"Varul Mayank, Vibhore Mayank, Vibhore Mayank","Mumbai Angels, Amitesh Pandey",200000.0,Seed,2021,Media/Entertainment
2021-12-06,Ola,2010,Bangalore,Bhavish Aggarwal,Marquee international institutional investors,500000000.0,Seed,2021,Logistics
