Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector
2020-07-04,Tring,2019,Mumbai,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",3000000.0,Series A,2020,Media/Entertainment
2020-07-04,Karbon Card,2016,Bangalore,"Pei-fu Hsieh, Amit Jangir","Kunal Shah, Amrish Rau, Jitendra Gupta",2000000.0,Seed Round,2020,FinTech
2020-07-05,Zetwerk,2018,Bangalore,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",Greenoaks,21000000.0,Series C,2020,Marketing
2020-07-05,Invideo,2016,Bangalore,Sanket Shah,Sequoia Capital’s Surge,2500000.0,Series A,2020,Media/Entertainment
2020-07-05,Virtual Forest,2019,Bangalore,Omer Basith,Napino Auto and Electronics Ltd,3000000.0,Series A,2020,Technology
2020-07-05,SOAL,2017,Mumbai,"Pratik Agarwal, Raj Desai, Varsha Bhambhani","Krishnan Menon, Srinivas Kollipara",1000000.0,Series A-1,2020,Education
2020-07-05,Infarm,2013,Berlin,"Erez Galonska, Guy Galonska, Osnat Michaeli","Bonnier Ventures, Hanaco Venture Capital",170000000.0,Series C,2020,Technology
2020-07-05,StyleNook,2016,Mumbai,Lathika Pai,"Lead Angels Network, Stanford Angels",3000000.0,Series A,2020,E-Commerce
2020-07-06,F5,2018,Bangalore,"Raghav Arora, Lalit Kumar Aggarwal",Venture Catalysts,3000000.0,Series A,2020,Consumer Services
2020-07-06,Phable,2018,Bangalore,"Sumit Sinha,  Mukesh Bansal",Inflection Point Ventures,1000000.0,Pre-series A,2020,Healthcare
2020-07-06,Arth Designbuild,2016,Hyderebad,Swapnil Sahu,"Startup-O, Eden Ventures",1100000.0,Series A,2020,Real Estate
2020-07-06,MPL,2018,Bangalore,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",5000000.0,Series A,2020,Gaming
2020-07-07,Rupifi,2020,Bangalore,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Ashneer Grover, Kunal Shah, Ramakant Sharma",3000000.0,Seed Round,2020,FinTech
2020-07-07,Lattu Kids,2017,Mumbai,Vivek Bhutyani,Mumbai Angels Network,3000000.0,Series A,2020,Education
2020-07-07,MobiKwik,2009,Gurugram,"Bipin Singh, Upasana Taku","Hindustan Media Venture, Nicolas Jarrosson",7000000.0,Series A,2020,FinTech
2020-07-09,SpeakIn,2018,Noida,Deepshikha Kumar,Homage Ventures.,3000000.0,Series A,2020,Media/Entertainment
2020-07-09,Digit Insurance,2016,Bangalore,Kamesh Goyal,"Virat Kohli, Anushka Sharma",340000.0,Series A,2020,FinTech
2020-07-10,DeepTek,2018,Pune,"Amit Kharat, Ajit Patil, Aniruddha Pant",GHV Accelerator,3000000.0,Series A,2020,Healthcare
2020-07-10,Nimesa,2018,Bangalore,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring capital,3000000.0,Series A,2020,Technology
2020-07-10,Awifs,2015,Delhi,Amit Ramani,"Bisque Limited, Link Investment Trust.",5200000.0,Series A,2020,Other
2020-07-10,Bolo Indya,2016,Gurugram,Varun Saxena,"Eagle10 Ventures, India Accelerator, HNIs",300000.0,Pre-series A,2020,Media/Entertainment
2020-07-10,Near Store,2016,Mumbai,Byju Raveendran,Sauce.vc,300000.0,Seed Round,2020,E-Commerce
2020-07-10,Entri,2017,Kochi,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,Seed Round,2020,Education
2020-07-10,ProPhysio,2016,Bangalore,Pramod Ravindra,Nestavera Ventures.,40900.0,Series A,2020,Healthcare
2020-07-11,Rentmojo,2012,Bangalore,Geetansh Bamania,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche",3226000.0,Series A,2020,Logistics
2020-07-11,Univariety,2015,Hyderabad,Jaideep Gupta,Info Edge,1100000.0,Series A,2020,Education
2020-07-11,Vivriti Capital,2017,Chennai,"Gaurav Kumar, Vineet Sukumar",LGT Lightstone Aspada,50000000.0,Series B,2020,FinTech
2020-07-11,PlanetSpark,2016,Gurugram,"Maneesh Dhooper, Kunal Malik","Indian Angel Network, Lead Angels, Hyderabad Angels",448500.0,Series A,2020,Education
2020-07-11,GetWork,2019,Gurugram,Rahul Veerwal,India Accelerator,40000.0,Pre-seed,2020,Technology
2020-07-12,Onsitego,2010,Mumbai,Kunal Mahipal,"Accel, Zodius Capital",30000000.0,Series B,2020,Other
2020-07-12,WYN Studio,2016,Gurugram,"Bijay Gautam, Souniya Khurana",India Angel Fund,3000000.0,Seed Round,2020,Media/Entertainment
2020-07-13,UnboxRobotics Labs,2016,Bangalore,Pramod Ghadge,"Arali Ventures, CIIE.CO",500000.0,Seed Round,2020,Technology
2020-07-13,Medfin,2017,Bangalore,"Arjun Kumar, Arun Kumar, Sidharth Gurjar","Axilor Ventures, S.D. Shibulal",3000000.0,Series A,2020,Healthcare
2020-07-13,Power Gummies,2018,Delhi,Divij Bajaj,Venture Catalysts,3000000.0,Series A,2020,Healthcare
2020-07-15,Byju's,2011,Bangalore,Byju Raveendran,DST Global,122000000.0,Series A,2020,Education
2020-07-15,HungerBox,2015,Bangalore,"Sandipan Mitra, Uttam Kumar",IIFL Income Opportunities Fund,6700000.0,Series C,2020,Consumables
2020-07-15,Aagey,2016,Bangalore,Akaash Shankar,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",3000000.0,Series A,2020,FinTech
2020-07-16,Vahak,2017,Bangalore,"Karan Shaha, Vikas Chandrawat","Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",3000000.0,Seed Round,2020,Logistics
2020-07-16,Stride Ventures,2019,Delhi,Ishpreet Gandhi,Small Industries Development Bank of India,80000000.0,Series A,2020,Finance
2020-07-16,Zomato,2016,Bangalore,Deepinder Goyal,Ant Financial,150000000.0,Series A,2020,Consumables
2020-07-16,Metvy,2018,Gurugram,Shawrya Mehrotra,HostelFund,3000000.0,Pre-series,2020,Technology
2020-07-17,Blue Sky Analytics,2018,Gurugram,"Abhilasha, Kshitij Purwar","Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs",1200000.0,Seed Round,2020,Technology
2020-07-17,Pine Labs,1998,Noida,Amrish Rau,"Mastercard, Temasek Holdings",3000000.0,Series A,2020,FinTech
2020-07-18,SenseHawk,2016,Bangalore,"Swarup Mavanoor, Rahul Sankhe","Falcon Edge Capital, SAIF Partners",5000000.0,Series A,2020,Energy
2020-07-19,Samadhan,2018,Delhi,"Deepak Bhuvneshwari Uniyal, Shilpa Arora, Shailesh Kumar, Sanjay Aggarwal",Venture Catalysts,3000000.0,Seed Round,2020,Finance
2020-07-20,Shiksha,2008,Bangalore,Kanav Sachdeva,Mumbai Angels Network,181000.0,Series A,2020,Education
2020-07-20,Yolo,2019,Gurugram,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed funding,2020,Logistics
2020-07-21,EpiFi,2016,Bangalore,"Sujith Narayanan, Sumit Gwalani","Sequoia India, Ribbit Capital",13200000.0,Seed Round,2020,FinTech
2020-07-21,Dunzo,2014,Bangalore,"Kabeer Biswas, Ankur Agarwal, Dalvir Suri, Mukund Jha","Wes Schwalje, Alteria Capital",28000000.0,Series E,2020,Technology
2020-07-21,DillyHub,2018,Seoul,Ji Cheol Ryu,"Kakao Ventures, Shinhan Capital",1400000.0,Seed,2020,Media/Entertainment
2020-07-21,Clairvolex,2006,California,Manoj Pillai,"JF Mauritius SPV, IndusAge Partners",2000000.0,Debt,2020,Technology
2020-07-22,Fittr,2016,Pune,Jitendra Chouksey,"Sequoia Capital Surge, Better Capital",2000000.0,Series A,2020,Wellness/Beauty
2020-07-22,Masai School,2019,Bangalore,"Prateek Shukla, Nrupul Dev, Yogesh Bhat","Unitus Ventures, India Quotient, AngelList India",2500000.0,Series A,2020,Education
2020-07-22,Inspektlabs,2019,Delhi,"Devesh Trivedi, Sanchit","Better Capital, Titan Capital",600000.0,Pre-series A,2020,Technology
2020-07-23,Camp K12,2016,Gurugram,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, SAIF Partners",4000000.0,Seed Round,2020,Education
2020-07-23,Raskik,2019,Bangalore,"Vikas Chawla, Abhay Parnerkar, Satyajit Ram","Venture Catalysts, 9Unicorns",1000000.0,Pre-series A,2020,Other
2020-07-23,BlackSoil,2016,Mumbai,Ankur Bansal,Venture Catalysts,10000000.0,Series A,2020,FinTech
2020-07-24,Chai Waale,2018,Chennai,Vidur Maheshwari,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar",232000.0,Series A,2020,Consumables
2020-07-24,FPL Technologies,2016,Pune,Anurag Sinha,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures",10000000.0,Series A,2020,FinTech
2020-07-24,Routematic,2007,Bangalore,"Sriram Kannan, Surajit Das","VAMM Ventures, Naresh Malhotra",2000000.0,Series A,2020,Technology
2020-07-24,Paytm money,2010,Bangalore,Vijay Shekhar Sharma,One97 Communications,5600000.0,Series A,2020,FinTech
2020-07-24,Arrival,2015,London,Denis Sverdlov,"UPS Ventures, Hyundai Motor Company",118000000.0,Series A,2020,Energy
2020-07-24,LetsTransport,2015,Bangalore,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Black Soil,1326000.0,Series A,2020,Technology
2020-07-25,Instamojo,2012,Bangalore,"Aditya Sengupta, Akash Gehani, Harshad Sharma, Sampad Swain","BASE, Gunosy Capital",3000000.0,Series A,2020,FinTech
2020-07-25,Rare Planet,2015,Kolkata,"Ranodeep Saha, Vijay Kumar",Venture Catalysts,3000000.0,Pre-series A,2020,Technology
2020-07-26,ITILITE,2016,Bangalore,"Mayank Kukreja, Anish Khadiya","Greenoaks Capital, Vy Capital. Matrix Partners India",13000000.0,Series B,2020,Logistics
2020-07-26,PhonePe,2015,Andheri,"Burzin Engineer, Rahul Chari, Sameer Nigam","Flipkart, Walmart",20000000.0,Series A,2020,FinTech
2020-07-27,Finelistings,2015,Delhi,Aneesh Mathur,Justdial,3000000.0,Series A,2020,Automotive
2020-07-27,AFK Gaming,2012,Mumbai,Nishant Patel,Venture Catalysts,200000.0,Pre-series A,2020,Media/Entertainment
2020-07-27,ERPNext,2008,Mumbai,Rushabh Mehta,Rainmatter,1000000.0,Series A,2020,Technology
2020-07-27,WE-Hub,2018,Hyderabad,Deepthi Ravula,Venture Catalysts,3000000.0,Series A,2020,Other
2020-07-27,YAP,2014,Chennai,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital",4050000.0,Series A,2020,Other
2020-07-27,Peel Works,2010,Mumbai,"Sachin Chhabra, Nidhi Ramachandran",CESC Ventures,42.0,"Series C, D",2020,Technology
2020-07-27,Amica,2016,Bangalore,Jitendra Gupta,"Hummingbird Ventures, Bedrock Capital",2000000.0,Series A,2020,FinTech
2020-07-28,Prescribe,2019,Chennai,Nived Narayanan,Titan Capital,100000.0,Series A,2020,Healthcare
2020-07-28,Bugworks,2014,Bangalore,Anand Anandkumar,"University of Tokyo Edge Capital, Global Brain Corporation",7500000.0,Series A,2020,Healthcare
2020-07-29,Furlenco,2012,Bangalore,Ajith Mohan Karimpana,"Chowdry Associates, Lightbox",10000000.0,Series A,2020,E-Commerce
2020-07-29,Kaagaz Scanner,2020,Bangalore,"Snehanshu Gandhi, Gaurav Shrishrimal",Pravega Ventures,575000.0,Series A,2020,Technology
2020-07-30,Universal Sportsbiz Pvt Ltd,2012,Bangalore,Anjana Reddy,"Accel, Alteria Capital",3000000.0,Series A,2020,Lifestyle
2020-07-30,Airmeet,2019,Bangalore,"Lalit Mangal, Manoj Singh, Vinay Kumar Jasti","Global Founders Capital, Redpoint",12000000.0,Series A,2020,Technology
2020-07-30,Infinite Uptime,2015,Pune,Raunak Bhinge,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund",5100000.0,Series B,2020,Technology
2020-07-30,CodingNinjas,2016,Delhi,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd,5200000.0,Series A,2020,Education
2020-07-31,Nykaa,2012,Mumbai,Falguni Nayar,Steadview capital,8800000.0,Series A,2020,E-Commerce
2020-08-01,Pitstop,2016,Bangalore,Mihir Mohan mishra,TPG-backed Group Landmark,2500000.0,Series A,2020,Automotive
2020-08-01,Earth Energy EV,2017,Mumbai,Rushi Shenghani,LR Joshi,3000000.0,Seed Round,2020,Automotive
2020-08-01,BHIVE Investech,2014,Bangalore,"Monnappa Bayavanda, Prashant Reddy, Ravindra M.K, Ravindra M.K., Shesh Paplikar, Shesh Paplikar, Sridhar Venkataraman",Blume Ventures,1000000.0,Seed,2020,Other
2020-08-01,ZipLoan,2015,Delhi,"KSHITIJ Puri, Shalabh Singhal","Stride Ventures, Matrix Partners India",3000000.0,Series A,2020,Finance
2020-08-01,Bulk MRO,2015,Mumbai,"Devang Shah, Gaurang Shah",Stride Ventures,3344000.0,Series A,2020,E-Commerce
2020-08-01,Rage Coffee,2016,Delhi,Bharat Sethi,Refex Capital,3000000.0,Series A,2020,Consumables
2020-08-02,Yumlane,2016,Mumbai,Hitesh Ahuja,Jetty Ventures,1000000.0,Pre-series A,2020,Technology
2020-08-02,Sunstone Eduversity,2014,Gurugram,"Ashish Munjal, Piyush Nangru",Prime Venture Partners,3000000.0,Series A,2020,Education
2020-08-03,Entropik,2016,Bangalore,Ranjan Kumar,"IDFC-Parampara Fund, Bharat Innovation Fund",8000000.0,Series A,2020,Technology
2020-08-03,ACKO,2016,Mumbai,"Ruchi Deepak, Varun Dua","RPS Ventures, Intact Ventures",60000000.0,Series A,2020,Technology
2020-08-03,BitClass,2020,Bangalore,"Gunjan Kejriwal, Utsav Tiwary","AET Japan, Figure Eight Investments, Waterbridge Ventures",2000000.0,Seed,2020,Technology
2020-08-03,Altor,2016,Bangalore,"Shamik Guha, Sayan Tapadar, Muhammad Bilal Shakil, Anirban Datta Gupta",Venture Catalysts,3000000.0,Series A,2020,Technology
2020-08-03,Bizongo,2015,Mumbai,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq,30000000.0,Series C,2020,Marketing
2020-08-04,Leap India,2016,Coimbatore,Narain Karthikeyan.,Neev Fund,30000000.0,Series B,2020,Technology
2020-08-04,Razorpay,2014,Bangalore,"Harshil Mathur, Shashank Kumar","Tiger Global Management, Sequoia Capital India",100000000.0,Series D,2020,FinTech
2020-08-04,Ninjacart,2015,Bangalore,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3",10000000.0,Series C,2020,E-Commerce
2020-08-04,HooLiv,2016,Delhi,"Chinmoy Mishra, Gaurav Vij, and Abhishek Verma",Kolte-Patil Family Office,3000000.0,Series A,2020,Logistics
2020-08-05,QuaQua,2016,Hyderabad,"Purav Shah, Sandesh Reddy",Anthill Ventures,1000000.0,Series A,2020,Logistics
2020-08-06,Bold Care,2019,Mumbai,"Rajat Jadhav, Rahul Krishnan, Harsh Singh, Mohit Yadav","Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand",3000000.0,Pre-seed Round,2020,Wellness/Beauty
2020-08-06,AsknBid,2018,Bangalore,"Suresh Bavisetti, Paarth Dhar",Ravikanth Reddy & Mumbai Angel Network,3000000.0,Series A,2020,Technology
2020-08-06,BluSmart,2019,Gurugram,"Anmol Singh Jaggi, Punit K Goyal","Kalpavriksh, JITO Angel Network",7000000.0,Pre-series A,2020,Energy
2020-08-06,Loop Health,2017,Pune,"Mayank Kale, Ryan Singh","Y Combinator, Sierra Ventures",2300000.0,Seed,2020,Healthcare
2020-08-07,Hubilo,2020,San Francisco,"Mayank Agarwal, Vaibhav Jain","Nishant Rao, Jonathan Boutelle",4500000.0,Seed,2020,Technology
2020-08-07,mCaffeine,2015,Mumbai,"Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital",2900000.0,Series B,2020,Automotive
2020-08-08,BankBazaar,2008,Chennai,"Adhil Shetty, Arjun Shetty, Rati Shetty,","Amazon, Sequoia, Walden SKT Venture Fund",3800000.0,Series D,2020,FinTech
2020-08-09,Imstrong,2019,Bangalore,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter,400000.0,Seed Round,2020,Wellness/Beauty
2020-08-10,Plum,2013,Thane,Shankar Prasad,"Ronald Conway, Bay Partners",115000.0,Series A,2020,Wellness/Beauty
2020-08-10,Nykaa,2012,Mumbai,Falguni Nayar,Steadview Capital,24700000.0,Series A,2020,Lifestyle
2020-08-10,Vesta Space Technology,2018,Pune,Arun Kumar Sureban,Venture Catalysts,10000000.0,Series A,2020,Technology
2020-08-10,FabAlley,2012,Noida,"Tanvi Malik, Shivani Poddar.",Trifecta Capital,1100000.0,Series A,2020,E-Commerce
2020-08-10,NeoDocs,2020,Mumbai,"Anurag Meena, Nikunj Malpani, Pratik Lodha",9Unicorns Accelerator Fund,3000000.0,Pre-seed,2020,Healthcare
2020-08-12,Green Cure,2015,Delhi,"Sanchit Garg, Sanjeev Dadhich",Venture Catalysts,3000000.0,Series A,2020,Wellness/Beauty
2020-08-12,Pickright Technologies,2019,Bangalore,"Archana Elapavuluri, Namandeep Bhatia, Siddharth Panjwani","Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu",175000.0,Seed Round,2020,FinTech
2020-08-13,GoMechanic,2016,Delhi,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Pawan Munjal,3000000.0,Series B,2020,Other
2020-08-13,Fanball XI,2016,Delhi,Vinayak Seth,Foxhog Ventures,1000000.0,Seed,2020,Gaming
2020-08-13,MPL,2018,Bangalore,"Sai Srinivas Kiran Garimella, Shubham Malhotra","Sequoia Capital India, Times Internet",50000000.0,Series B,2020,Media/Entertainment
2020-08-13,Your MD,2012,London,"Alessandro Traverso, Birger Lie, Harald Jellum, Matteo Berlucchi","Orkla Ventures, Smedvig Capital",25000000.0,Series A,2020,Automotive
2020-08-14,Assiduus,2016,Bangalore,Somdutta Singh,VC Firm K Partners,1000000.0,Series A,2020,E-Commerce
2020-08-14,CashKaro,2012,Gurugram,"Rohan Bhargava, Swati Bhargava","Ratan Tata, Kalaari Capital",10000000.0,Series B,2020,E-Commerce
2020-08-14,Eupheus Learning,2017,Delhi,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures,4300000.0,Series A,2020,Education
2020-08-15,Rupeek,2015,Bangalore,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",30000000.0,Series A,2020,FinTech
2020-08-15,Capital Float,2013,Bangalore,"Gaurav Hinduja, Sashank Rishyasringa","Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon",15000000.0,Series A,2020,FinTech
2020-08-15,Aqgromalin,2019,Chennai,"Prasanna Manogaran, Bharani C L",Angel investors,200000.0,Series A,2020,Technology
2020-08-15,Country Delight,2015,Haryana,"Chakradhar Gade, Nitin Kaushal","IIFL Asset Management, Matrix Partners",25000000.0,Series C,2020,Consumables
2020-08-15,MechMocha,2011,Bangalore,"Arpita Kapoor, Mohit Rangaraju, Shilp Gupta","Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc",292000.0,Series A,2020,Media/Entertainment
2020-08-15,Dream11,2008,Mumbai,"Bhavit Sheth, Harsh Jain","Steadview Capital, Tencent Holdings",225000000.0,Series A,2020,Media/Entertainment
2020-08-15,StyleDotMe,2014,Gurugram,"Meghna Saraogi, Akhil Tolani",Survam Partners,467000.0,Pre-series A,2020,Lifestyle
2020-08-16,AgroWave,2017,Gurugram,Anu Meena,Sekhar Puli,500000.0,Series A,2020,Technology
2020-08-16,Livspace,2014,Bangalore,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment",60000000.0,Series D,2020,Other
2020-08-17,EWar,2019,Bangalore,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee",3000000.0,Pre-series A,2020,Gaming
2020-08-17,Slice,2016,Bangalore,"Deepak Malhotra, Rajan Bajaj","Better Capital, Gunosy",5000000.0,Debt,2020,FinTech
2020-08-17,Crio,2018,Bangalore,"Rathinamurthy R, Sridher Jeyachandran",021 Capital,934000.0,Series A,2020,Education
2020-08-17,BharatPe,2018,Delhi,Ashneer Grover,Ribbit Capital,75000000.0,Series C,2020,FinTech
2020-08-18,Chargebee,2011,San Francisco,"KP Saravanan, Krish Subramanian, Rajaraman Santhanam, Thiyagarajan T","Accel, Steadview Capital",55000000.0,Series F,2020,Technology
2020-08-19,Vicara,2017,Bangalore,"Abhishek Satish, Adarsh Warrier",Venture Catalysts,3000000.0,Series A,2020,Technology
2020-08-19,Gradeup,2015,Noida,Shobhit Bhatnagar,"Times Internet, TLabs",546000.0,Series A,2020,Education
2020-08-20,Infra.Market,2016,Thane,"Aaditya Sharda, Souvik Sengupta","Trifecta Capital Advisors, Nexus Venture Partners",20000000.0,Series B,2020,Real Estate
2020-08-20,Fashor,2017,Chennai,"Vikram Kankaria, Priyanka Kankaria",Sprout venture partners,1000000.0,Pre-series A,2020,Lifestyle
2020-08-21,Dhurnia,2018,Haryana,"Ajay Kumar, Murari Singh","Chandigarh Angels Network, Modulor Capital",100000.0,Series A,2020,Education
2020-08-21,Thrive,2020,Mumbai,"Dhruv Dewan, Krishi Fagwani","Whiteboard Capital, Ahimsa Capital",3000000.0,Pre-series A,2020,Consumables
2020-08-21,MikeLegal,2017,Gurugram,"Tushar Bhargava, Anshul Gupta","SOSV, Artesian",3000000.0,Seed,2020,Technology
2020-08-21,Probus Smart Things,2016,Delhi,"Anand Singh, Ankit Vaish",Unicorn India Ventures,3000000.0,Seed Round,2020,Technology
2020-08-21,Jiffy ai,2018,Bangalore,Babu Sivadasan,Nexus Venture Partners,18000000.0,Series A,2020,Technology
2020-08-22,Friyey,2016,Pune,Yogesh Thore,Tarun Bhalla,3000000.0,Series A,2020,Other
2020-08-22,Tango Eye,2018,Chennai,Surender Gounder,"Riso Investments, Lenskart",3000000.0,Seed,2020,Technology
2020-08-23,PumPumPum,2016,Gurugram,"Tarun Lawadia, Sameer Kalra",LetsVenture Syndicate,293000.0,Series A,2020,Automotive
2020-08-23,Brila 91,2014,Delhi,Ankur Jain,"Sequoia Capital India, Sixth Sense Ventures",1200000.0,Series A,2020,Consumables
2020-08-24,Deepsync,2018,Bangalore,"Ishan Sharma, Rishikesh Kumar",Venkat Raju,300000.0,Series A,2020,Technology
2020-08-24,Bounce,2014,Bangalore,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",97500000.0,Series D,2020,Automotive
2020-08-24,Wow! Momo,2008,Kolkata,"Binod Kumar Homagai, Sagar Daryani, Shah Miftaur Rahman","Tiger Global Management, William Bissell",5000000.0,Debt,2020,Consumables
2020-08-24,Convosight,2019,Hyderabad,"Tarun Dhamija, Kartik Bansal","IvyCap Ventures, Sequoia Capital",4000000.0,Pre-series A,2020,Technology
2020-08-26,Tessol,2016,Mumbai,Rajat Gupta,1Funds Domestic Scheme,160000.0,Series A,2020,Logistics
2020-08-26,Edhusk,2017,Jaipur,"Anuj Bhuria, Himanshu Kumar, Himanshu Meena",Mumbai Angel Network,3000000.0,Series A,2020,Education
2020-08-26,Kirana King,2014,Rajastan,Anup Kumar,Rajasthan Venture Capital Fund,900000.0,Pre-series A,2020,Consumer Services
2020-08-26,DaveAI,2016,Bangalore,"Ananthakrishnan Gopal, Ashok Balasundaram, Sriram P H",Mumbai Angels Network,3000000.0,Series A,2020,Technology
2020-08-26,The ePlane,2016,Chennai,"Satya Chakravarthy, Pranjal Mehta",Speciale Invest,3000000.0,Seed,2020,Technology
2020-08-27,LetsTransport,2015,Bangalore,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Stride Ventures,1313500.0,Series A,2020,Technology
2020-08-28,AdonMo,2017,Bangalore,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial,3000000.0,Series A,2020,Other
2020-08-28,Biocon,1978,Bangalore,Kiran Mazumdar-Shaw,Goldman Sachs,15000000.0,Series A,2020,Automotive
2020-08-28,Satin Creditcare,2016,Gurugram,Byju Raveendran,Austrian Bank,15000000.0,Series A,2020,FinTech
2020-08-28,PakkaProfile,2019,Bangalore,"Nagmanjunath Shivakumar, Savio Sebastian",Java Capital,3000000.0,Seed,2020,Technology
2020-08-29,Arya,1982,Noida,"Chattanathan Devarajan, Prasanna Rao, Anand Chandra",Quona Capital,21000000.0,Series B,2020,Technology
2020-08-29,Fisdom,2015,Bangalore,"Anand Dalmia, Ramganesh Iyer, Subramanya S.V., Subramanya Venkat","PayU Finance India, Quona Capital",7000000.0,Series A,2020,FinTech
2020-08-29,Interviewbit,2014,Pune,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",200000000.0,Series A,2020,Education
2020-08-29,M1xchange,2017,Gurugram,Sundeep Mohindru,"BEENEXT, Mayfield Fund",4500000.0,Series A,2020,FinTech
2020-08-30,Avataa Me,2014,Bangalore,Gaurav Baid,Sequoia Capital India,7000000.0,Series A,2020,Technology
2020-08-30,Vernacular ai,2016,Bangalore,"Gupta, Akshay Deshraj, Manoj Sarda","Exfinity Ventures, IAN Fund",5100000.0,Series A,2020,Technology
2020-08-31,Docsapp,2015,Bangalore,Satish Kannan,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC",9500000.0,Series A,2020,Healthcare
2020-08-31,ParkSmart,2019,Delhi,"Prateek Garg, Vishva Sharma, Rahul Gupta, Rishabh Nagpal, Ratan Sethi",Ah! Ventures,198000.0,Series A,2020,Technology
2020-08-31,Gramophone,2016,Indore,"Ashish Rajan Singh, Harshit Gupta, Nishant Mahatre, Tauseef Khan","Siana Capital Management, Info Edge",340000.0,Series A,2020,Technology
2020-09-01,GeoIQ,2018,Bangalore,"Devashish Fuloria, Tusheet Shrivastava, Ankita Thakur","Ankur Mittal, Mitesh Shah",300000.0,Seed,2020,Technology
2020-09-01,Flipkart,2007,Bangalore,"Binny Bansal, Sachin Bansal","Tencent Holdings, Walmart",62000000.0,Series A,2020,E-Commerce
2020-09-02,Instoried,2016,Delhi,Sharmin Ali,"SOSV, Chinaccelerator",3000000.0,Series A,2020,Technology
2020-09-03,Toppr,2013,Mumbai,Zishaan Hayath,Foundation Holdings,46761000.0,Series D,2020,Education
2020-09-04,Spaciya Consultants,2016,Noida,Ajit Panda,Alok Garg,500000.0,Pre-series A,2020,Real Estate
2020-09-04,Wobot Intelligence,2016,Delhi,"Adit Chhabra, Tapan Dixit,Tanay Dixit.",Sequoia Capital India,2500000.0,Pre-series A,2020,Technology
2020-09-04,Swiflearn,2019,Gurugram,"Abhinav Agarwal, Anand Bakode","Stellaris Venture Partners, Venture Highway",3000000.0,Seed Round,2020,Education
2020-09-04,Chingari,2016,Bangalore,Sumit Ghosh,"LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global.",1000000.0,Seed Round,2020,Media/Entertainment
2020-09-04,Harappa Education,2016,Delhi,Pramath Raj Sinha,James Murdoch-led Lupa Systems,3000000.0,Series A,2020,Education
